Helpful,StarRatings,Tags,Days,Textual Messages,ID,,Number
0 of 2 people found the following review helpful,3,http://www.amazon.com/gp/review/R3KVMSKVTTH4V8/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 16, 2014","The phone is a great phone for people upgrading from another android device. If you've been an iPhone user, don't make the switch. Hard to get used to the change.",Santiago Inoa,Samsung_S5,705
1 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/R1TOPI2HC89LP6/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 13, 2014",Awsome phone!,Heymoma,Samsung_S5,706
1 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/RD0PYDKIH4FZ8/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 22, 2014",We love them.,Lohilton42,Samsung_S5,707
26 of 47 people found the following review helpful,4,http://www.amazon.com/gp/review/R292WOBH4VQHOU/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on April 11, 2014","Look and feel is great. First issue though was charging. It uses USB Micro 3.0 (the extra wide plug) that is totally non-standard. However, Samsung support states that you can use standard USB 2.0 Micro for charging. Quoted chat session below: Chat InformationPlease wait for a Samsung Agent to respond. Chat InformationYou are now chatting with 'Kathy'. There will be a brief survey at the end of our chat to share feedback on my performance today. Chat InformationYour Issue ID for this chat is LTK112560622489X Kathy: Hi, thank you for contacting Samsung Technical Support. How may I help you today? Visitor: Hi. Question about Galaxy S5. The charger is a Micro 3.0 USB. Am I correct that is for faster data transfer, but that simple power charging can be done with the same Micro 2.0 charger as the Samsung Galaxy Nexus? Kathy: I understand that you want to know if you can charge S5 device with Micro 2.0 charger .Is that correct? Visitor: yes Kathy: Thank you for confirming. Kathy: Yes, you are correct you can charge S5 by using USB cable 2.0. Visitor: Great, thank you. Kathy: You're welcome. Kathy: We strive for your satisfaction. Kathy: May I help you with anything else ? Visitor: That's it, thanks! Kathy: You're welcome. Kathy: Take care! Kathy: We thank you for your inquiry today and hope your experience with Samsung tech support has been a pleasant one. In an effort to continuously improve our service, we request you to take a minute and complete a quick survey.Please click blue 'X' button on the upper right corner and you will be provided with the survey to complete.","Amazon Customer ""J.S.P.""",Samsung_S5,708
0 of 2 people found the following review helpful,1,http://www.amazon.com/gp/review/R2H1XDZ5RYD1RU/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 5, 2014","Microphone is terrible, useless obviously no quality control, now I have to waist time with this! Last Samsung product I ever buy!",Fred Freedoom,Samsung_S5,709
0 of 2 people found the following review helpful,5,http://www.amazon.com/gp/review/R4BQ689RTMCRJ/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on October 11, 2014",This phone is amazing. Super fast shipping. Exactly as described. What more could I want? Thanks!,Philip,Samsung_S5,710
1 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/R22CX8HLRFUD8L/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 28, 2014",Love it!,Tami Ryan,Samsung_S5,711
1 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/R3EXE14MMC2LSG/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 17, 2014",Perfect!,Gustan Hoover,Samsung_S5,712
2 of 6 people found the following review helpful,1,http://www.amazon.com/gp/review/R2ACAUE0AR2WIT/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 29, 2014","Bought S5 from AT&T. Within less that 4 months it started having problem. We brought it to AT&T. They said the indicator show water damaged and Samsung will not replace it. I though Samsung advertise it as "" Water Resistent "" ?????",Jerry W,Samsung_S5,713
18 of 34 people found the following review helpful,1,http://www.amazon.com/gp/review/R1326VC7H9D4EJ/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 18, 2014","The phone is awesome. The Verizon Upgrade Fee of $30.00 is completely outrageous, though. Not only I did commit to a 2-year contract, but they had to also bill me for basically nothing - I bought the phone from a supplier (Amazon), did the settings on my own and dealt with the mess of the non-working Backup Assistant. Amazon also should have been open about this charge from the beginning of my purchase (so that the cost of a new Samsung Galaxy is not 99.99 but 129.99) and not hide it in the second or third step of the ordering process right after signing the three terms & conditions documents.",Nevena S B,Samsung_S5,714
1 of 5 people found the following review helpful,3,http://www.amazon.com/gp/review/R111LHWVI438XW/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 17, 2014","The Galaxy S5 is a good phone, but I'll never buy another Samsung product. About 4 months after I bought it, the charger quit working. I called Samsung for a warranty replacement. I have registered the phone with Samsung, but the agent didn't have the information, so I had to end the call, remove the battery, and find the IMEI number in tiny script (magnifying glass). After putting me on hold for a couple minutes, she told me that I would have to send the charger to them with the receipt. They would evaluate it to be sure there was no damage, and then send me another. This would take up to 11 days. Happily, I have the charger from my previous phone. If I didn't, my phone would be useless for that time without a charger. Looks like Samsung's main concern is that I might be ripping them off.",Don Bishop,Samsung_S5,715
1 of 4 people found the following review helpful,5,http://www.amazon.com/gp/review/R2KSMDCQB9T3ZN/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 11, 2014",As described. On time,Jonathan Rome,Samsung_S5,716
1 of 4 people found the following review helpful,5,http://www.amazon.com/gp/review/R2HTJVBWVZJI8C/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 9, 2014",THE VERY BEST,George Haefner,Samsung_S5,717
0 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/R3UYEMKTG7Z5OZ/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on September 27, 2014","It's a Droid, so it's starting to slow down, apps are sticking. Just like my last one.",PKM,Samsung_S5,718
1 of 4 people found the following review helpful,5,http://www.amazon.com/gp/review/R26A1REKBPEVIO/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 6, 2014",Great,Drowsy,Samsung_S5,719
10 of 22 people found the following review helpful,2,http://www.amazon.com/gp/review/R23WBI87M9GIGB/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on April 24, 2014","Your Issue ID for this chat is LTK112560704112X Valerie M: Hi, thank you for contacting Samsung Technical Support. How may I help you today? Visitor: Hello, I have a Verizon Galaxy S5, and the traditional internet icon has been replaced with Chrome. Visitor: How can I get the traditional internet app back? Valerie M: I understand you want to Internet app in the device, am I correct? Visitor: I want the default internet app, that would allow me to beam content from the internet to my samsung smart tv Valerie M: I'm sorry for the delay. I'll be right with you. Visitor: ok Valerie M: Thank you for waiting. Valerie M: I'm sorry for the delay. Valerie M: I'm sorry to say the internet explorer app is not default in the device. Visitor: no problem Valerie M: However you can try to download it from the playstore. Visitor: I am talking about the samsung internet browser app Visitor: the blue globe Visitor: gives you the option to view the internet from your phone to your smart tv, whiout chromecast Valerie M: Thank you for correcting me. Valerie M: Sorry to say it is not available in the S5. Visitor: but other S5s have it Visitor: I have seen the youtube videos Visitor: is it not available for Verzion customers? Valerie M: They can be the AT&T devices. Valerie M: Yes is is not available for the Verizon devices. Visitor: will it ever be available? Valerie M: I'm sorry the information on it is currently unavailable with us, however I've taken a note of your request. Visitor: Thank you",IKE,Samsung_S5,720
0 of 3 people found the following review helpful,4,http://www.amazon.com/gp/review/R3R4VX9KO3AG4P/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 29, 2014",Pretty amazing,dwayne,Samsung_S5,721
2 of 7 people found the following review helpful,5,http://www.amazon.com/gp/review/R3JMKQRSONHTBC/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 8, 2014",son is very happy!,susie lusk,Samsung_S5,722
1 of 6 people found the following review helpful,3,http://www.amazon.com/gp/review/R15SD0L4C4PWRZ/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 24, 2014","Phone is great. AMAZON Ad is blasting on the phone, installed and cannot be removed or hidden. Highly obnoxious. Way to go Amazon to lose a customer. Bye",Rain On Earth,Samsung_S5,723
3 of 10 people found the following review helpful,1,http://www.amazon.com/gp/review/ROS3GNU54CHAX/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 14, 2014",phone is supposed to be water-resistant but the warranty on the phone is void if the phone gets wet. I wish there was a way to leave 0 stars:/,Mitch Flanigan,Samsung_S5,724
0 of 5 people found the following review helpful,2,http://www.amazon.com/gp/review/RADDO1OMWMKP5/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on June 18, 2014",This phone has so many good qualities but the camera sells it for me. I was tired of the distortions even after I reset it constantly,modsquad,Samsung_S5,725
1 of 9 people found the following review helpful,1,http://www.amazon.com/gp/review/R23XHQ6F01ZMDY/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 24, 2014","I am extremely dissapointed in this product i received. I was unable to make or receive phone calls. I took this phone to the verizon store after spending over an hour on the phone with several verizon employee's to do repetitive troubleshooting tactics. after another hour and half at verizon i was told this was not even a ""real"" s5 and it was a refurbished broken phone. This phone is a piece of s*** and how dare you charge me 400 dollars to deal with this nonsense. I need a phone for emergencies as i have cancer right now. THANKS FOR NOTHING.",melissa,Samsung_S5,726
1 of 9 people found the following review helpful,3,http://www.amazon.com/gp/review/R35PFO2DQROVMW/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on July 15, 2014","I received my phone about 2 weeks, I have to be honest coming from an Iphone I am not overly impressed.",Liz,Samsung_S5,727
0 of 8 people found the following review helpful,1,http://www.amazon.com/gp/review/R374CEBRT4VBLV/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 25, 2014","I've been a long time iPhone user and made the switch this year primarily because I was sick of the battery issues I was having with my iPhone 5 (that Apple conveniently acknowledge right after I switched and well beyond the one year warranty mark) I also have to support Apple gear for my job (I work in IT and have to manage roughly 700 desktops/laptops) So when I say I hate Apple with a passion, it comes with legitiment reasons given their lack of enterprise support and the fact that they make my life so hard. That being said this is a review of an Android. So how could I hate this product more than my Apple product? Easy. This is the dumbest smartphone I've had the stupidity to buy. You want an audio nanny! You got one! I don't ever wear headphones and use this primarily via the aux port in my car to stream radio. The phone WILL NOT remember your previous audio settings and unless you change a setting will give you an annoying warning every single time about listening to music too loud! You want a phone with more apps than you can shake a stick at? Done. Seriously, I've never in my life seen a phone so loaded with so much useless garbage. Why do I need two email clients just so I can check gmail and yahoo? WHYYYYY? Further to the point the required gmail client isn't even fully featured and wont display when you've got new mail. SOOOOO bad. You want a phone that fights you every step of the way and doesn't put anything in places that make sense? Here ya go. I've never had so much trouble trying to find simple settings such as trying to figure out how to adjust push pull options for something like Yahoo mail. I've never had to spend HOURS on google trying to figure out where something is located or how to do a task on a phone. This phone has induced more rage than trying to watch your favorite football team on Sunday on a satellite dish in heavy rain! The funny thing is, all of the Android owners around me were like you've finally switched! How is it? And when I tell them I hate it, and start to list all the reasons why, they are all like oh... yeah... your right about that. !!!! Seriously, I spent over 45 minutes detailing why this phone sucks to my brother in law and he didn't have a single counter, not one! Oh and for all that talk about this being a USB 3 device? LOL. You have to go into airplane mode to even use it and when you do it still isn't near as fast as even a traditional external drive. All that being said, there are two positive things about this phone, One: I don't have to use iTunes to sync files to my phone (flips off Apple). Two: it has an expandable storage which means I can add another 128gb to phone with a micro sd card for cheap compared to buying a phone with huge space and huge markups to boot. (Flips off Apple again)",Thomas J. Guidry,Samsung_S5,728
0 of 8 people found the following review helpful,1,http://www.amazon.com/gp/review/R3NL8YX3NL372B/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on November 28, 2014","I didnt buy this product but bought Samsung S3 before from Amazon. It was for my mom who didnt really know how to use features of this kind of smart phone, so after about 6 months I realized its GPS is not working. I did many things including calling Samsung US support and abroad to resolve this issue, but nobody in Samsung is trying to solve the problem saying the Samsung phone is not for US market or africa, Europe, whatever. Anyway, this is not the only reason I am writing this comment. I advocate people NOT TO BUY ANY SOUTH KOREA PRODUCT, because the regime is run by a dictator's daughter and recently Sewol ship incident that the Government is covering up what really happened. South Korea recently put a ban on a US citizen, just because she said couple of good things about North Korea!!! This really screwed up regime is trying to shut the mouth of not only its citizens, but people abroad!! NEVER BUY SAMSUNG OR ANYTHING MANUFACTURED FROM SOUTH KOREA!!","J. Kim ""jae kim""",Samsung_S5,729
4 of 17 people found the following review helpful,1,http://www.amazon.com/gp/review/R1NXEJIAPQ3JR2/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on June 30, 2014","We have purchased this phone from Verizon store. We purchased four of them to replace our older Samsung phones. Before with older Samsung phones, we can pair the older phone with our home phone's Bluetooth fine, with our cars Bluetooth fine. After switched to those new Galaxy S5 phones, we often have to manually go to setup to scan already paired devices to get connection. That is not convenient for sitting into car then have to go to phone configuration. In addition, our older Samsung phone can alert us for the instant message, and read out them. This new Galaxy S5 can not do that with our C-MAX Bluetooth feature any more. That is not all the problem. We have a third party chat utility. that was working fine with older phone. Once we moved over to Samsung Galaxy S5, we have to either power off then power on, or restart the phone, to make that chat program send and receive. We have to do that couple times a day for every phone. Other brand phones do not have this problem. We contacted Samsung support reporting these problems. Their report replied to us: Our phone has no known software bug. Please contact your carried support for helping how to use this phone. In another words, Samsung support thinks whoever use its phone and running problem stupid, did not know how to use this phone. If our older phone worked fine with both Bluetooth and chat app, and only changed is this Galaxy S5, what is the reason Samsung thinking its customers stupid?","Edison ""hightech lover""",Samsung_S5,730
0 of 10 people found the following review helpful,1,http://www.amazon.com/gp/review/R3L7OKLYGUATYV/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00IZ1XVAC,"on August 21, 2014","Did not order black. It was sent instead of white, but as a surprise. Cool way to show how customer-friendly you are. Then it takes ten days to get the upgrade off your phoneserviceprovider account so you can order the white one from someone who actually has it. You just cannot make up this kind of material. Stranger than fiction.",Pete Hraber,Samsung_S5,731
